2024,1,1,records,1271147
2024,1,2,records,1271147
2024,1,3,records,1271147
2024,1,4,records,1271147
2024,1,5,records,1271147
2024,1,6,records,1271147
2024,1,7,records,1271147
2024,1,8,records,1271147
2024,1,9,records,1271147
2024,1,10,records,1271147
2024,1,11,records,1271147
2024,1,12,records,1271147
2024,1,13,records,1271147
2024,1,14,records,1271147
2024,1,15,records,1271147
2024,1,16,records,1271147
2024,1,17,records,1271147
2024,1,18,records,1271147
2024,1,20,records,1271704
2024,1,21,records,1271704
2024,1,23,records,1271752
2024,1,24,records,1271752
2024,1,25,records,1271752
2024,1,27,records,1271836
2024,1,28,records,1271836
2024,1,29,records,1271836
2024,1,31,records,1271856
2024,2,1,records,1271879
2024,2,2,records,1271904
2024,2,3,records,1271906
2024,2,4,records,1271906
2024,2,5,records,1271906
2024,2,6,records,1271931
2024,2,7,records,1271948
2024,2,9,records,1271970
2024,2,10,records,1271977
2024,2,11,records,1271977
2024,2,12,records,1271977
2024,2,13,records,1272124
2024,2,14,records,1272128
2024,2,15,records,1272432
2024,2,16,records,1272554
2024,2,17,records,1272562
2024,2,18,records,1272562
2024,2,19,records,1272562
2024,2,21,records,1271752
2024,2,22,records,1271787
2024,2,23,records,1271874
2024,2,24,records,1271969
2024,2,25,records,1271969
2024,2,26,records,1271969
2024,2,27,records,1272113
2024,2,28,records,1272139
2024,2,29,records,1272141
2024,3,1,records,1272149
2024,3,2,records,1272154
2024,3,3,records,1272154
2024,3,4,records,1272154
2024,3,5,records,1272157
2024,3,6,records,1272171
2024,3,7,records,1272179
2024,3,8,records,1272183
2024,3,9,records,1272201
2024,3,10,records,1272201
2024,3,11,records,1272201
2024,3,12,records,1272210
2024,3,13,records,1272705
2024,3,14,records,1272708
2024,3,15,records,1272877
2024,3,16,records,1273365
2024,3,17,records,1273365
2024,3,18,records,1273365
2024,3,19,records,1273369
2024,3,20,records,1273505
2024,3,21,records,1273536
2024,3,22,records,1273541
2024,3,23,records,1273541
2024,3,24,records,1273541
2024,3,25,records,1273541
2024,3,26,records,1273842
2024,3,27,records,1274657
2024,3,28,records,1275596
2024,3,29,records,1275610
2024,3,30,records,1275610
2024,3,31,records,1275610
2024,4,1,records,1275610
2024,4,2,records,1275626
2024,4,3,records,1275669
2024,4,4,records,1275690
2024,4,6,records,1275945
2024,4,7,records,1275945
2024,4,8,records,1275945
2024,4,9,records,1276074
2024,4,10,records,1276083
2024,4,11,records,1276105
2024,4,13,records,1276140
2024,4,14,records,1276140
2024,4,15,records,1276140
2024,4,16,records,1276273
2024,4,17,records,1276287
2024,4,19,records,1276295
2024,4,20,records,1276661
2024,4,21,records,1276661
2024,4,22,records,1276661
2024,4,23,records,1276694
2024,4,24,records,1276707
2024,5,2,records,1277053
2024,5,3,records,1277595
2024,5,5,records,1277597
2024,5,6,records,1277597
2024,5,7,records,1277597
2024,5,8,records,1277833
2024,5,9,records,1277835
2024,5,10,records,1277835
2024,5,11,records,1277835
2024,5,12,records,1277835
2024,5,13,records,1277835
2024,5,14,records,1277850
2024,5,15,records,1277853
2024,5,16,records,1277854
2024,5,17,records,1277858
2024,5,18,records,1277894
2024,5,19,records,1277894
2024,5,20,records,1277894
2024,5,21,records,1278069
2024,5,22,records,1278106
2024,5,23,records,1278106
2024,5,24,records,1279186
2024,5,25,records,1279231
2024,5,26,records,1279231
2024,5,27,records,1279231
2024,5,28,records,1279231
2024,5,29,records,1279233
2024,5,31,records,1279277
2024,6,1,records,1279283
2024,6,2,records,1279283
2024,6,3,records,1279283
2024,6,8,records,1279412
2024,6,9,records,1279412
2024,6,10,records,1279412
2024,6,13,records,1279571
2024,6,15,records,1279629
2024,6,16,records,1279629
2024,6,17,records,1279629
2024,6,18,records,1279633
2024,6,19,records,1279633
2024,6,20,records,1279638
2024,6,21,records,1279640
2024,6,22,records,1279751
2024,6,23,records,1279751
2024,6,24,records,1279751
2024,6,25,records,1279778
2024,6,26,records,1280048
